MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,WoodDeckSF,OpenPorchSF,MoSold,YrSold
_2,100.0,13350.0,IR1,Inside,Sawyer,1Story,5,5,1974,1974,Hip,HdBoard,0.0,TA,CBlock,TA,No,ALQ,762.0,102.0,864.0,TA,0.0,894.0,1,1,0,3,TA,1,Attchd,Unf,2,241.0,0.0,6,2006
_1,60.0,8400.0,Reg,Inside,other_2,1Story,5,5,1977,1977,Gable,Plywood,320.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,TA,0.0,2020.0,0,2,0,4,TA,2,Detchd,Unf,2,0.0,0.0,10,2007
_1,78.0,10530.0,Reg,Inside,other_2,other,6,5,1977,1977,Gable,Plywood,90.0,TA,CBlock,Gd,Gd,GLQ,975.0,0.0,975.0,TA,0.0,1004.0,1,1,0,2,TA,0,Attchd,Unf,2,0.0,0.0,5,2006
_2,63.0,7875.0,Reg,Inside,Gilbert,1Story,7,5,1995,1996,Gable,HdBoard,38.0,TA,PConc,Gd,No,Unf,0.0,1237.0,1237.0,Gd,0.0,1253.0,0,2,0,3,TA,1,Attchd,Fin,2,220.0,21.0,6,2007
_3,65.0,7153.0,Reg,Inside,other_2,2Story,6,5,1992,1992,Gable,VinylSd,0.0,Gd,PConc,Gd,No,ALQ,387.0,374.0,761.0,Ex,793.0,1603.0,0,2,1,3,Gd,0,Attchd,RFn,2,0.0,124.0,7,2006
_2,67.0,16285.0,IR2,Inside,CollgCr,1Story,7,5,2001,2002,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,1413.0,1413.0,Ex,0.0,1430.0,0,2,0,3,Gd,0,Attchd,RFn,2,0.0,33.0,6,2009
_1,70.0,9101.0,IR1,Corner,other_2,other,5,6,1978,1978,Gable,Plywood,104.0,TA,PConc,Gd,Av,GLQ,1097.0,0.0,1097.0,Ex,0.0,1110.0,1,1,0,1,Gd,1,Attchd,Fin,2,303.0,30.0,7,2009
_2,35.0,6300.0,Reg,Inside,OldTown,other,6,6,1914,2001,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Unf,0.0,742.0,742.0,Ex,742.0,1484.0,0,2,0,3,TA,1,Attchd,Unf,0,0.0,285.82000000000016,6,2008
_2,70.0,9790.0,Reg,Inside,NWAmes,1Story,6,5,1967,1967,Gable,BrkFace,0.0,TA,CBlock,TA,No,Rec,251.0,491.0,1372.0,TA,0.0,1342.0,0,2,0,3,TA,1,Attchd,Unf,2,0.0,0.0,9,2009
_1,60.0,10800.0,Reg,Inside,OldTown,1.5Fin,5,6,1915,1950,Gable,MetalSd,0.0,TA,PConc,Fa,No,LwQ,686.0,0.0,686.0,TA,686.0,1652.0,1,2,0,4,TA,0,Detchd,Unf,1,0.0,0.0,6,2010
_3,76.0,10142.0,IR1,Inside,other_2,2Story,7,5,2004,2004,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,656.0,300.0,956.0,Ex,1128.0,2084.0,1,2,1,4,Gd,0,BuiltIn,RFn,2,0.0,45.0,1,2010
_2,50.0,6000.0,Reg,Corner,OldTown,1Story,4,7,1954,2000,Gable,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,901.0,901.0,Ex,0.0,901.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,8,2008
_3,70.0,12205.0,IR1,Inside,other_3,2Story,6,8,1966,2007,Gable,HdBoard,157.0,TA,CBlock,TA,Gd,LwQ,568.0,264.0,832.0,Gd,1111.0,2087.0,0,2,1,5,Gd,0,Attchd,Fin,2,133.0,168.0,7,2007
_2,43.0,3182.0,Reg,Inside,other_2,1Story,7,5,2005,2006,Gable,VinylSd,11.0,Gd,PConc,Gd,No,GLQ,16.0,1129.0,1145.0,Ex,0.0,1145.0,0,2,0,2,Gd,1,Attchd,Fin,2,100.0,16.0,9,2009
_2,70.0,11333.0,IR1,Corner,other_2,SLvl,6,5,1976,1976,Gable,HdBoard,0.0,TA,PConc,Gd,Av,ALQ,539.0,490.0,1029.0,TA,0.0,1062.0,1,1,0,3,TA,2,Attchd,RFn,2,120.0,0.0,5,2007
_3,92.0,9920.0,IR1,CulDSac,other_4,2Story,7,5,1996,1997,Gable,MetalSd,0.0,Gd,PConc,Gd,Av,GLQ,862.0,255.0,1117.0,Ex,886.0,2013.0,1,2,1,3,TA,1,Attchd,Unf,2,180.0,130.0,6,2007
_2,76.0,9158.0,Reg,Inside,Somerst,1Story,8,5,2007,2007,Gable,CemntBd,140.0,Gd,PConc,Gd,Av,Unf,0.0,1496.0,1496.0,Ex,0.0,1496.0,0,2,0,3,Gd,0,Attchd,Fin,2,168.0,130.0,6,2007
_3,70.0,10832.0,IR1,Corner,Gilbert,2Story,7,5,1994,1996,Gable,MetalSd,0.0,Gd,PConc,Gd,No,Unf,0.0,712.0,712.0,Ex,809.0,1895.0,0,2,1,3,Gd,1,Attchd,Fin,2,143.0,46.0,10,2008
_3,70.0,8400.0,Reg,Inside,other_2,2Story,6,6,1980,1981,Gable,HdBoard,130.0,TA,CBlock,Gd,No,Unf,0.0,650.0,650.0,TA,676.0,1564.0,0,2,1,3,TA,1,Attchd,Unf,2,0.0,50.0,4,2010
_2,71.0,8197.0,Reg,Inside,Sawyer,1Story,6,5,1977,1977,Gable,Plywood,148.0,TA,CBlock,TA,No,Unf,0.0,660.0,660.0,Ex,0.0,1285.0,0,1,1,3,TA,1,Attchd,RFn,2,138.0,0.0,4,2007
_2,57.0,7677.0,Reg,Inside,NAmes,1Story,5,5,1953,1953,Gable,VinylSd,0.0,TA,CBlock,TA,No,BLQ,570.0,203.0,773.0,Gd,0.0,773.0,0,1,0,2,TA,0,Attchd,Unf,1,0.0,0.0,4,2008
_3,104.0,13518.0,Reg,Inside,NridgHt,2Story,9,5,2008,2009,Hip,VinylSd,791.2800000000007,Ex,PConc,Ex,No,Unf,0.0,1797.0500000000004,1926.0,Ex,1174.0,3123.4800000000023,0,3,1,4,Ex,2,BuiltIn,Fin,3,144.0,78.0,7,2009
_1,60.0,7200.0,Reg,Corner,other_1,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,252.0,TA,BrkTil,Gd,No,ALQ,569.0,162.0,731.0,Ex,787.0,1768.0,1,1,1,3,Gd,2,Detchd,Unf,1,0.0,0.0,6,2007
_3,79.0,12798.0,IR1,Inside,other_3,2Story,6,5,1997,1997,Gable,VinylSd,0.0,TA,PConc,Gd,Gd,GLQ,462.0,154.0,616.0,Gd,1072.0,1688.0,1,2,1,4,Gd,0,Attchd,RFn,2,403.0,114.0,5,2008
_1,40.0,4800.0,Reg,Inside,other_1,1Story,4,7,1916,1990,Gable,MetalSd,0.0,TA,CBlock,TA,No,LwQ,197.0,999.0,1196.0,Ex,0.0,1196.0,1,1,0,2,TA,0,Detchd,Unf,2,0.0,0.0,7,2007
_3,63.0,8199.0,Reg,Inside,CollgCr,2Story,7,5,2005,2005,Gable,other,0.0,Gd,PConc,Gd,Av,GLQ,648.0,80.0,728.0,Ex,728.0,1456.0,1,2,1,3,Gd,1,Attchd,Fin,2,36.0,18.0,10,2008
_3,107.0,13891.0,Reg,Inside,NridgHt,2Story,9,5,2008,2009,Hip,VinylSd,424.0,Ex,PConc,Ex,Gd,Unf,0.0,1734.0,1734.0,Ex,1088.0,2822.0,0,3,1,4,Ex,1,BuiltIn,RFn,3,52.0,170.0,1,2009
_2,75.0,9000.0,Reg,Inside,NAmes,1Story,5,5,1954,1954,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,LwQ,812.0,124.0,936.0,TA,0.0,1128.0,0,1,0,2,TA,0,Attchd,Unf,1,0.0,0.0,6,2006
_2,91.0,12274.0,IR1,FR2,Somerst,1Story,7,5,2008,2008,Gable,VinylSd,256.0,Gd,PConc,Gd,No,Unf,0.0,1417.0,1417.0,Ex,0.0,1428.0,0,2,0,3,Ex,0,Attchd,RFn,2,0.0,60.0,7,2008
_2,75.0,9750.0,Reg,Inside,NAmes,SLvl,5,5,1967,1967,Gable,VinylSd,0.0,TA,PConc,TA,Av,ALQ,400.0,100.0,980.0,Gd,0.0,980.0,0,2,0,3,TA,0,Attchd,Fin,1,68.0,0.0,10,2006
_2,137.41000000000008,21384.0,Reg,Inside,other_1,2Story,5,6,1923,2004,Gable,Wd Sdng,0.0,TA,CBlock,TA,Gd,GLQ,1309.0,15.0,1324.0,Ex,504.0,1576.0,2,1,1,3,Gd,1,Attchd,RFn,2,0.0,285.82000000000016,5,2009
_2,85.0,13400.0,Reg,Inside,NAmes,SLvl,5,5,1966,1966,Gable,VinylSd,791.2800000000007,TA,CBlock,TA,Av,ALQ,516.0,380.0,1024.0,TA,0.0,1086.0,1,1,0,3,TA,1,Attchd,RFn,2,0.0,0.0,6,2006
_2,90.0,8100.0,Reg,Corner,OldTown,other,5,5,1898,1965,Hip,other,0.0,TA,PConc,TA,No,Unf,0.0,849.0,849.0,TA,1063.0,2138.0,0,2,0,2,TA,0,Detchd,Unf,2,40.0,156.0,11,2009
_2,78.0,10140.0,Reg,Inside,NWAmes,1Story,6,6,1974,1999,Hip,HdBoard,99.0,TA,CBlock,TA,No,ALQ,663.0,0.0,1040.0,Fa,0.0,1309.0,1,1,1,3,Gd,1,Attchd,RFn,2,265.0,0.0,1,2006
_2,70.0,4438.0,Reg,Inside,CollgCr,1Story,6,5,2004,2004,Gable,VinylSd,169.0,Gd,PConc,Gd,Gd,GLQ,662.0,186.0,848.0,Ex,0.0,848.0,1,1,0,1,Gd,1,Attchd,Fin,2,140.0,0.0,6,2008
_2,66.0,8712.0,Reg,Inside,other_1,1Story,5,5,1952,1952,Hip,Wd Sdng,0.0,Fa,CBlock,TA,Av,Unf,0.0,540.0,540.0,TA,0.0,1044.0,0,1,0,2,Fa,0,Basment,Unf,2,0.0,0.0,6,2010
_2,75.0,9750.0,Reg,Inside,NAmes,1Story,6,6,1958,1958,Gable,MetalSd,243.0,TA,CBlock,TA,No,Rec,608.0,834.0,1442.0,Gd,0.0,1442.0,0,1,1,4,TA,0,Attchd,RFn,1,0.0,0.0,4,2007
_1,45.0,8248.0,Reg,Inside,Edwards,1.5Fin,5,7,1918,1950,Gable,other,0.0,TA,BrkTil,TA,No,Unf,0.0,686.0,686.0,Gd,564.0,1250.0,0,1,1,3,Fa,0,Detchd,Unf,1,207.0,0.0,7,2006
_2,48.0,12137.0,IR2,CulDSac,CollgCr,1Story,7,5,1998,1998,Gable,VinylSd,442.0,TA,PConc,Gd,No,Unf,0.0,1649.0,1649.0,Ex,0.0,1661.0,0,2,0,3,Gd,0,Attchd,RFn,2,0.0,34.0,5,2010
_2,70.0,11425.0,IR1,Corner,NAmes,1Story,5,6,1954,1954,Gable,BrkFace,0.0,TA,CBlock,TA,No,BLQ,486.0,522.0,1008.0,Gd,0.0,1008.0,0,1,0,2,TA,1,Attchd,RFn,1,0.0,0.0,7,2006
_2,70.0,13265.0,IR1,CulDSac,other_2,1Story,8,5,2002,2002,Hip,CemntBd,148.0,Gd,PConc,Gd,No,GLQ,1218.0,350.0,1568.0,Ex,0.0,1689.0,1,2,0,3,Gd,2,Attchd,RFn,3,150.0,59.0,7,2008
_2,80.0,8816.0,Reg,Inside,other_3,SLvl,6,7,1971,1971,Gable,HdBoard,80.0,TA,CBlock,TA,Av,GLQ,504.0,506.0,1010.0,Gd,0.0,1052.0,1,1,0,3,TA,0,Attchd,Unf,2,0.0,0.0,6,2010
_2,44.0,6371.0,IR1,Inside,NridgHt,1Story,7,5,2009,2010,Gable,VinylSd,128.0,Gd,PConc,Gd,Mn,GLQ,733.0,625.0,1358.0,Ex,0.0,1358.0,1,2,0,2,Gd,1,Attchd,RFn,2,192.0,35.0,6,2010
_3,72.0,7226.0,IR1,CulDSac,CollgCr,2Story,7,5,2003,2003,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,798.0,798.0,Ex,842.0,1640.0,0,2,1,3,Gd,0,Attchd,RFn,2,0.0,45.0,6,2008
_2,60.0,6000.0,Reg,Inside,OldTown,1Story,4,4,1953,1953,Gable,MetalSd,0.0,Fa,CBlock,Fa,No,Unf,0.0,936.0,936.0,TA,0.0,936.0,0,1,0,2,TA,0,Detchd,Unf,2,0.0,32.0,2,2009
_3,70.0,12394.0,IR1,Corner,Gilbert,2Story,7,5,2003,2003,Gable,VinylSd,0.0,Gd,PConc,Gd,Gd,Unf,0.0,847.0,847.0,Ex,886.0,1733.0,0,2,1,3,Gd,1,BuiltIn,Fin,2,100.0,48.0,10,2007
_1,60.0,9900.0,Reg,Inside,other_1,1.5Fin,6,7,1940,1950,Gable,VinylSd,0.0,TA,BrkTil,TA,No,Unf,0.0,778.0,778.0,TA,545.0,1489.0,0,2,0,3,TA,1,Detchd,Unf,1,335.0,0.0,7,2009
_2,81.0,11216.0,Reg,Inside,Somerst,1Story,8,5,2006,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,1489.0,1489.0,Ex,0.0,1489.0,0,2,0,3,Gd,1,Attchd,RFn,2,0.0,140.0,6,2006
_2,114.0,14803.0,Reg,Inside,NridgHt,1Story,10,5,2007,2008,Hip,CemntBd,791.2800000000007,Ex,PConc,Ex,Av,GLQ,1572.41,442.0,2078.0,Ex,0.0,2084.0,1,2,0,2,Ex,1,Attchd,Fin,3,188.0,45.0,6,2008
_1,50.0,6130.0,Reg,Inside,other_1,other,5,6,1924,1950,Gable,MetalSd,0.0,TA,BrkTil,TA,No,ALQ,784.0,0.0,784.0,Gd,0.0,784.0,1,1,0,2,Gd,0,Attchd,Unf,0,0.0,0.0,5,2008
_2,65.0,8529.0,IR1,Inside,other_2,1Story,7,5,2001,2001,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,20.0,1434.0,1454.0,Ex,0.0,1434.0,0,2,0,3,Gd,1,Attchd,RFn,2,290.0,39.0,4,2009
_3,70.0,28698.0,IR2,CulDSac,other_3,2Story,5,5,1967,1967,Flat,Plywood,0.0,TA,PConc,TA,Gd,LwQ,249.0,0.0,1013.0,TA,966.0,2126.0,0,2,1,3,TA,0,Attchd,Fin,2,486.0,0.0,6,2009
_1,24.0,2544.0,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,MetalSd,0.0,Gd,PConc,Gd,No,Unf,0.0,600.0,600.0,Ex,623.0,1223.0,0,2,1,2,Gd,0,Detchd,RFn,2,0.0,166.0,7,2006
_2,80.0,11900.0,IR1,Corner,NAmes,1Story,6,5,1957,1957,Gable,HdBoard,387.0,TA,CBlock,TA,No,Rec,1040.0,352.0,1392.0,TA,0.0,1392.0,1,1,1,3,TA,2,Attchd,RFn,2,0.0,0.0,6,2008
_1,30.0,3180.0,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,MetalSd,0.0,TA,PConc,Gd,No,Unf,0.0,600.0,600.0,Ex,600.0,1200.0,0,2,1,2,Gd,0,Detchd,RFn,2,0.0,166.0,6,2006
_3,44.0,9548.0,IR1,CulDSac,CollgCr,2Story,7,6,2003,2003,Gable,VinylSd,223.0,Gd,PConc,Gd,No,GLQ,483.0,458.0,941.0,Ex,888.0,1829.0,1,2,1,3,Gd,1,Attchd,RFn,2,192.0,39.0,1,2010
_2,100.0,10004.0,Reg,Inside,NAmes,1Story,6,6,1964,1964,Gable,HdBoard,180.0,TA,CBlock,TA,No,Rec,196.0,975.0,1516.0,TA,0.0,1516.0,0,1,1,3,TA,0,Attchd,RFn,2,0.0,0.0,2,2009
_2,75.0,7875.0,Reg,Inside,NAmes,1Story,5,6,1961,1961,Gable,VinylSd,136.0,TA,CBlock,TA,No,Rec,572.0,572.0,1144.0,Gd,0.0,1144.0,1,1,0,3,TA,0,Attchd,Unf,2,0.0,0.0,9,2008
_2,60.0,9600.0,Reg,Inside,Sawyer,1Story,4,7,1950,1995,Gable,VinylSd,0.0,TA,CBlock,Gd,No,BLQ,442.0,625.0,1067.0,TA,0.0,1067.0,0,2,0,2,Gd,0,Attchd,Unf,2,290.0,0.0,2,2010
_1,90.0,8100.0,Reg,Inside,OldTown,1Story,5,6,1948,1973,Gable,VinylSd,0.0,TA,BrkTil,TA,No,Rec,338.0,1221.0,1559.0,Gd,0.0,1559.0,1,1,0,2,TA,0,Detchd,Unf,2,0.0,116.0,6,2007
_1,21.0,1680.0,Reg,Inside,other_1,2Story,6,5,1973,1973,Gable,HdBoard,158.0,TA,CBlock,TA,No,BLQ,330.0,153.0,483.0,TA,504.0,987.0,1,1,1,2,TA,0,Detchd,Unf,1,0.0,0.0,11,2008
_2,75.0,9525.0,Reg,Inside,CollgCr,1Story,5,6,1995,2006,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,1099.0,1099.0,Ex,0.0,1099.0,0,1,1,3,Gd,0,Attchd,Unf,1,278.0,0.0,6,2008
_1,70.0,11767.0,Reg,Inside,Edwards,1.5Fin,5,6,1946,1995,Gable,MetalSd,0.0,TA,CBlock,TA,No,BLQ,352.0,416.0,768.0,Ex,432.0,1200.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,5,2008
_2,70.0,12155.0,IR1,Inside,other_1,2Story,6,8,1925,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,BLQ,156.0,516.0,672.0,TA,672.0,1482.0,0,2,0,4,Fa,0,Detchd,Unf,1,0.0,0.0,3,2008
_2,60.0,10440.0,Reg,Inside,OldTown,2Story,5,8,1904,2002,Gable,MetalSd,0.0,TA,PConc,TA,No,Unf,0.0,650.0,650.0,Gd,581.0,1539.0,0,2,0,3,Gd,1,Detchd,Unf,2,70.0,78.0,6,2008
_2,82.0,9020.0,Reg,Inside,NAmes,SLvl,6,7,1966,1966,Gable,HdBoard,183.0,TA,CBlock,TA,Gd,Rec,312.0,276.0,1127.0,TA,0.0,1165.0,1,1,1,3,TA,0,Attchd,RFn,2,0.0,129.0,5,2008
_1,80.0,8000.0,Reg,Corner,NAmes,1Story,5,4,1961,1961,Gable,BrkFace,0.0,TA,CBlock,TA,No,Unf,0.0,1797.0500000000004,1800.0,Ex,0.0,1800.0,0,2,0,6,TA,0,Attchd,Unf,0,0.0,0.0,7,2007
_1,100.0,12665.0,IR1,Inside,OldTown,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,Mn,Unf,0.0,876.0,876.0,Gd,540.0,1416.0,0,1,1,4,TA,1,Detchd,Unf,3,418.0,0.0,6,2008
_1,70.0,16647.0,IR1,CulDSac,Sawyer,other,5,5,1975,1981,Gable,HdBoard,0.0,TA,CBlock,Gd,Gd,ALQ,1390.0,0.0,1390.0,TA,0.0,1701.0,1,2,0,3,TA,2,Basment,Fin,2,0.0,0.0,1,2007
_3,75.0,9317.0,Reg,Inside,other_2,2Story,7,5,1993,1993,Gable,HdBoard,137.0,Gd,PConc,Gd,No,ALQ,513.0,227.0,740.0,Ex,769.0,1775.0,1,2,1,3,Gd,1,Attchd,Unf,2,234.0,72.0,7,2009
_2,36.0,15523.0,IR1,CulDSac,CollgCr,1Story,5,6,1972,1972,Gable,HdBoard,0.0,TA,CBlock,TA,Av,BLQ,460.0,404.0,864.0,Ex,0.0,864.0,1,1,0,3,TA,1,Attchd,Unf,1,0.0,0.0,8,2009
_1,75.0,37567.64000000021,IR2,Inside,other_3,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,907.0,907.0,TA,1051.0,2358.0,0,3,0,5,TA,1,Detchd,Unf,2,486.0,40.0,9,2008
_2,80.0,9600.0,Reg,FR2,other_3,SLvl,6,7,1976,1994,Hip,Plywood,360.0,Gd,CBlock,TA,No,Unf,0.0,528.0,528.0,Ex,761.0,1855.0,0,2,1,3,TA,1,Attchd,RFn,2,113.0,100.0,8,2007
_2,36.0,4435.0,Reg,Inside,CollgCr,1Story,6,5,2003,2003,Gable,VinylSd,170.0,Gd,PConc,Gd,Av,GLQ,659.0,189.0,848.0,Ex,0.0,848.0,1,1,0,1,Gd,0,Attchd,Fin,2,140.0,0.0,11,2007
_2,70.0,3196.0,Reg,Inside,other_2,1Story,8,5,2003,2003,Gable,VinylSd,40.0,Gd,PConc,Gd,Gd,Unf,0.0,1273.0,1273.0,Ex,0.0,1456.0,0,2,0,2,Gd,1,Attchd,Fin,2,143.0,20.0,5,2006
_2,53.0,7128.0,Reg,Inside,other_3,other,7,5,1941,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,364.0,554.0,918.0,Gd,728.0,1646.0,0,2,0,4,TA,2,Detchd,Unf,1,0.0,0.0,8,2007
_2,70.0,12095.0,IR1,Corner,NAmes,SLvl,6,6,1964,1964,Gable,MetalSd,115.0,TA,CBlock,TA,Gd,Rec,564.0,563.0,1127.0,TA,0.0,1445.0,0,1,1,3,TA,1,Attchd,RFn,2,180.0,0.0,8,2009
_2,102.0,17920.0,Reg,Inside,Sawyer,1Story,5,4,1955,1974,Hip,Wd Sdng,0.0,TA,CBlock,TA,Mn,ALQ,306.0,372.0,1763.0,TA,0.0,1779.0,1,1,1,3,TA,1,Attchd,Unf,2,0.0,285.82000000000016,7,2006
_2,70.0,6897.0,IR1,Corner,Sawyer,1Story,5,8,1962,2010,Gable,HdBoard,0.0,TA,CBlock,TA,No,ALQ,659.0,381.0,1040.0,Ex,0.0,1040.0,1,1,1,3,TA,0,Detchd,Unf,1,0.0,104.0,4,2010
_2,70.0,10970.0,IR1,Inside,CollgCr,SLvl,6,6,1978,1978,Gable,Plywood,0.0,TA,CBlock,Gd,Gd,GLQ,505.0,0.0,940.0,TA,0.0,1026.0,1,1,0,3,TA,0,Detchd,Unf,2,0.0,0.0,10,2008
_3,65.0,8125.0,Reg,Inside,Gilbert,2Story,6,5,1994,1995,Gable,HdBoard,0.0,TA,PConc,Gd,No,Unf,0.0,702.0,702.0,Gd,779.0,1481.0,0,2,1,3,TA,1,Attchd,Fin,2,0.0,36.0,3,2009
_2,80.0,10400.0,Reg,Inside,NWAmes,1Story,7,5,1976,1976,Gable,HdBoard,189.0,TA,CBlock,Gd,No,Unf,0.0,1090.0,1090.0,TA,0.0,1370.0,0,2,0,3,TA,1,Attchd,RFn,2,0.0,0.0,6,2009
_3,70.0,11029.0,IR1,Corner,NWAmes,2Story,6,7,1968,1984,Gable,HdBoard,220.0,TA,CBlock,TA,Mn,BLQ,619.0,435.0,1054.0,TA,1142.0,2654.0,1,2,1,4,Gd,1,Attchd,Unf,2,0.0,65.0,8,2006
_1,55.0,7642.0,Reg,Corner,other_3,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,0.0,Gd,BrkTil,TA,No,Unf,0.0,912.0,912.0,Gd,514.0,1426.0,0,1,1,3,Gd,1,Detchd,Unf,1,0.0,240.0,6,2007
_1,75.0,11625.0,Reg,Inside,Sawyer,1Story,5,4,1965,1965,Hip,Plywood,0.0,TA,PConc,TA,Mn,BLQ,841.0,198.0,1039.0,Ex,0.0,1039.0,1,1,1,3,TA,0,Attchd,Unf,2,0.0,0.0,4,2010
_2,81.0,9672.0,Reg,Corner,other_2,1Story,6,5,1984,1985,Hip,HdBoard,0.0,TA,PConc,Gd,No,GLQ,338.0,702.0,1040.0,TA,0.0,1097.0,0,2,0,3,TA,0,Attchd,Unf,2,0.0,0.0,5,2010
_2,70.0,7931.0,Reg,Inside,NAmes,1Story,5,5,1959,1959,Hip,BrkFace,0.0,TA,CBlock,TA,No,BLQ,1148.0,0.0,1148.0,TA,0.0,1148.0,1,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,7,2009
_2,72.0,8640.0,Reg,Inside,Somerst,1Story,7,5,2007,2008,Gable,VinylSd,0.0,Gd,PConc,Ex,No,Unf,0.0,1372.0,1372.0,Ex,0.0,1372.0,0,2,0,3,Gd,0,Attchd,Fin,2,0.0,140.0,5,2008
_2,70.0,8750.0,IR1,Inside,NAmes,1Story,5,6,1970,1970,Gable,MetalSd,76.0,TA,CBlock,TA,No,BLQ,828.0,174.0,1002.0,TA,0.0,1002.0,1,1,0,3,TA,0,Detchd,Unf,2,0.0,0.0,8,2009
_2,67.0,10656.0,IR1,Inside,other_3,1Story,8,5,2006,2007,Gable,VinylSd,274.0,Gd,PConc,Gd,Av,Unf,0.0,1638.0,1638.0,Ex,0.0,1646.0,0,2,0,3,Gd,1,Attchd,RFn,3,192.0,80.0,11,2007
_2,85.0,6970.0,Reg,Corner,Sawyer,1Story,4,5,1961,1961,Gable,VinylSd,0.0,TA,CBlock,TA,No,ALQ,932.0,108.0,1040.0,TA,0.0,1120.0,1,1,1,3,Fa,0,Attchd,RFn,2,168.0,0.0,5,2007
_3,70.0,14762.0,IR2,Corner,Gilbert,2Story,5,6,1948,1950,Gable,Plywood,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,Gd,720.0,2320.0,0,2,0,2,TA,1,Attchd,Unf,2,120.0,144.0,5,2006
_3,80.0,9938.0,Reg,Inside,other_2,2Story,7,5,1993,1994,Gable,MetalSd,246.0,Gd,PConc,Gd,No,GLQ,750.0,300.0,1050.0,Ex,887.0,1949.0,1,2,1,3,Gd,1,Attchd,Fin,2,156.0,90.0,6,2010
_2,60.0,6600.0,Reg,Inside,NAmes,1Story,5,5,1962,1962,Hip,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,894.0,894.0,Gd,0.0,894.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,8,2009
_3,70.0,8750.0,Reg,Inside,CollgCr,2Story,6,5,1998,1998,Gable,VinylSd,116.0,TA,PConc,Gd,No,GLQ,505.0,299.0,804.0,Ex,878.0,1682.0,0,2,1,3,Gd,0,Attchd,RFn,2,0.0,77.0,6,2010
_2,74.0,8892.0,Reg,Corner,NAmes,1Story,5,7,1953,1996,Gable,other,0.0,Gd,Stone,TA,Av,Unf,0.0,105.0,105.0,Gd,0.0,910.0,0,1,0,3,Gd,0,Attchd,Unf,2,196.0,0.0,10,2008
_2,60.0,12144.0,Reg,Inside,NAmes,1Story,5,7,1949,1950,Gable,HdBoard,0.0,Gd,CBlock,TA,No,Rec,375.0,457.0,832.0,Gd,0.0,1268.0,0,1,0,3,TA,1,Attchd,Unf,1,0.0,28.0,9,2009
_1,52.0,5720.0,Reg,Inside,OldTown,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Unf,0.0,676.0,676.0,Ex,455.0,1131.0,0,1,1,3,TA,0,Detchd,Unf,1,26.0,0.0,8,2009
_3,75.0,9000.0,Reg,Inside,Somerst,2Story,8,5,2007,2007,Gable,CemntBd,0.0,Gd,PConc,Gd,Av,GLQ,64.0,1120.0,1184.0,Ex,1418.920000000001,2610.0,0,2,1,4,Ex,1,BuiltIn,Fin,2,208.0,285.82000000000016,8,2007
_2,94.0,25286.0,Reg,Inside,other_2,1Story,4,5,1963,1963,Gable,HdBoard,0.0,TA,PConc,TA,Gd,ALQ,633.0,431.0,1064.0,Gd,0.0,1040.0,1,1,0,3,TA,0,Attchd,Unf,2,0.0,0.0,1,2007
_3,74.0,8834.0,Reg,Inside,NridgHt,2Story,9,5,2004,2005,Hip,VinylSd,216.0,Gd,PConc,Ex,No,GLQ,1170.0,292.0,1462.0,Ex,762.0,2224.0,1,2,1,4,Ex,1,Attchd,Fin,3,184.0,0.0,6,2009
